	id	label	tweet
14051	14052	1	 thanks       next four years   forecasted       worst   hope    fascist plans   fail
14054	14055	1	   might     libtard   libtard  sjw liberal politics 
14064	14065	1	 seems   escaped   attention   bashing whites   winning   any elections  over  dem seats lost  
14080	14081	1	whitegenocide  bigot telling white students they   deserve   live     reason    die
14082	14083	1	    black amp   like          listen  retweet tampa miami newyork 
14107	14108	1	    disgusted watching  defend her career amp intelligence      informing   future gen   laughable  
14108	14109	1	becoming ugly  mt   patriarchy feminist feminism 
14202	14203	1	right wings members back   fp  gegenrechts nostrache fp noafd nopegida  populism nonazis aufstehn
14219	14220	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
14231	14232	1	 fucking nude nerd girls naked
14264	14265	1	 adl  hate    raison detre     adl   always     incite      means   usher   jewworldorder tyranny
14265	14266	1	koreans amp joseon people   japan   abuse      claims   own rights   rough demo  anacoes
14270	14271	1	 explain   actions netanyahu        claim discrimination         yourself   others  
14272	14273	1	       disgusting wohless  pig     human beingassuming     human  go play   traffic
14286	14287	1	  ask yourself     really     follow     done  
14290	14291	1	     still   
14297	14298	1	   might   going   hell   were   surprised   versace  
14305	14306	1	   blessedt iconic lovebeingalegend 
14323	14324	1	   comment    donation   tefugeeswelcome   sucks
14325	14326	1	   constantly let       lack   fat male role models especially   emojis 
14335	14336	1	   interesting aicles  education 
14349	14350	1	sikh temple vandalised     calgary wso condemns  act  
14350	14351	1	 no   perhaps paladino       economic anxiety 
14371	14372	1	   might     libtard   libtard  sjw liberal politics 
14381	14382	1	       father     great one       brother  following him   yeah   married     awesome gu 
14397	14398	1	nothing would     dangerous     give putinschoice   impression   accept  stopracism boycott 
14444	14445	1	 research     played greatest role   election     
14449	14450	1	adam saleh     racist adamsaleh   
14459	14460	1	   might     libtard   libtard  sjw liberal politics 
14470	14471	1	    really telling   microaggressions race whiteprivilege antiblackness
14496	14497	1	realitycheck policing   america     cop  audiblechannels policebrutality   socialjustice
14506	14507	1	video lithuania  lisa likes cuckold write      followme     
14528	14529	1	    trumpusa   they call us   homophobic misogynist they   really saying  
14530	14531	1	trump     cuck   nazi swastika ebay trump donaldtrump republicans kkk whitepower  
14554	14555	1	multiple types   racism   america  us america 
14565	14566	1	    own team     new mc  amp show   phillysuppophilly amp combat  
14577	14578	1	todays  donkey zionazis   proud   murdering real palestinian semitic children  thats     call 
14621	14622	1	 allahsoil riyadh   renowned         deadliest traffic     world       inwords
14638	14639	1	 white people black people brown people  good amp evil       color race  blog 
14667	14668	1	carlpaladino forever loyal     city   buffalo        real class act   buffalo 
14699	14700	1	 farmer beaten during   land invasion crisis  loteni area  via  southafrica crime fa
14715	14716	1	      government allow  behaviour 
14741	14742	1	 treasonoustrump trumpleaks trump misogynisttrump  frnds        
14781	14782	1	  they also free   marry   they like   live   they like no apaheid  fascism  
14813	14814	1	 allahsoil american taxpayers   also lost   homes     millions     inwords 
14816	14817	1	koreans amp joseon people   japan   abuse      claims   own rights   rough demo  aberdeen
14817	14818	1	   still rooted     societys attitude towards black womens hair read     candide uyanze 
14821	14822	1	 mediamisogyny russian interference  crosscheckingvoter suppression amp outdated system doesnt reflect us 
14835	14836	1	  they call us   homophobic  misogynist  they   really saying   they   jealous   us     go   they go  
14836	14837	1	  forget   women     misogynists 
14865	14866	1	montana says no   racism  whitefish montana nazis  christmas hanukkah richardspencer andrewanglin
14866	14867	1	tyruswong bambi aist thwaed           children constrained   lines laid     others
14878	14879	1	        teapay biher trump movement 
14893	14894	1	vandals turned   jewish familys menorah into   swastika  antisemitism  hate
14915	14916	1	share   never   thoughj experience  amp   never looked   caucasians any differently  watch    
14920	14921	1	nothing would     dangerous     give putinschoice   impression   accept  stopracism boycott 
14921	14922	1	   america   great without   assholes  xenophobia   lockerroomtalk     maga notmypresident
14932	14933	1	    appreciate being randomly selected   tsa     airpo   morning surly         profiled 
14939	14940	1	   let   door hit       way out sorry ass mofo  youdisgustme kickrocks   come back   white dumbass
14964	14965	1	 allahsoil uae hosts   most innovative architecture     world        
14965	14966	1	    wilmington peacekeepers they walk   beauty cnv week   actions peace povey  climate 
15005	15006	1	     get us into   war   better send   boys uday amp qusay       idiot     fool sad traitor 
15011	15012	1	  commercial showing interracial couple attacked    amerikkka suppoers 
15015	15016	1	 video men   women malay hot super sexy girls
15049	15050	1	     people originally meant     white landholding males       inwords 
15061	15062	1	wew   only know they   diff couples     look     guys   
15062	15063	1	 must     trump voters   guilty   normalizing        form   racism morality         moveable fea
15072	15073	1	 melania trump   helping   write   speech   end      us   title she came       great      
15089	15090	1	 prison officers goaded muslim inmates until they needed     restrained   pa      game 
15112	15113	1	  might     libtard   libtard  sjw liberal politics 
15116	15117	1	tis   season trump newyork cochair makes  gorilla remark about michelleobama  carl paladino  disgraceful
15157	15158	1	      stop saved  letstalkabout thepoliticalmillennial  class education feminism  politics 
15158	15159	1	everyone blamed blackbrown communities   crack     blame   doublestandard  drugs 
15180	15181	1	black hair comes   different styles    slavery colonialism     policing colonialism  slavery tie 
15183	15184	1	no   thing     lgbt community   most  amp islamophobia   experienced       white gay men 
15191	15192	1	tyler perry says backlash over   tlc show   reverse racism  new york daily news  
15206	15207	1	 allahsoil   term jihad     highlycontested concept      teambts teamsuperjunior 
15207	15208	1	vandals turn   jewish familys home menorah into   swastika    bigotry newswithed 
15242	15243	1	  forget   research shows   sexist men   psychological problems tuckercarlson 
15256	15257	1	  latest   blicqer daily  thanks       marketing
15305	15306	1	    keep colinpowell   condoleezzarice   being secretaryofstate words           jumpedthesh
15314	15315	1	ha good riddance blacklivesmatter 
15325	15326	1	      advocate   kumbaya world like antisemitism  should motivate us     single purpose  intellectual competitiveness
15329	15330	1	  defending   woman against condescension       turn defending   woman     verbally assailed     
15335	15336	1	anyone     right  question foreign parentage mccain   questioned   accused   democrats   
15340	15341	1	 allahsoil like   religion islam     strong unifying force     teambts 
15359	15360	1	saw   vid     dude spoke arabic     cell   delta amp   thrown off these  idiots   screaming 
15362	15363	1	   pueorico environmental injustice    inflame protests over coal ash   ty 
15380	15381	1	these   times   grave dangerwith dissent recast   treason  unchained   intolerance     marchampit 
15386	15387	1	 allahsoil clintons invisible hand job championed   conservatives     right    
15404	15405	1	thought factory bbc neutrality   right wing fascism  politics media blm brexit trump leadership  
15435	15436	1	 sikh temple vandalised     calgary wso condemns  act   
15463	15464	1	   someone   antisemetic  gee      bit triggered eh   
15466	15467	1	  might     libtard   libtard  sjw liberal politics 
15469	15470	1	  revolution occurredjust     marx expected        teambts teamsuperjunior 
15470	15471	1	    hispanic amp   like           listen  retweet boricua miami 
15512	15513	1	racism   cease white priviledge must   beast god help us through     melanin poetry write 
15518	15519	1	seems   escaped   attention   bashing whites   winning   any elections  over  dem seats lost  
15522	15523	1	thank   comrade      erica avenue     making   stop        out   she doesnt hire indian domestics 
15523	15524	1	  whiteskinned womans unfair experience      india  via 
15525	15526	1	  clear   were having   crisis   compassion     country           about   read  
15539	15540	1	      allow      defile    church   misogyny adultery rape  bigotry
15562	15563	1	  biopolitics   desire   neonazi fashion icons    eugenics
15570	15571	1	jeffsessions thinks     notice   he redacts decades   ove      application   ag confirmation 
15572	15573	1	jeffsessions    bigoted   notfit     job 
15583	15584	1	every lactation consultant     met       woman hello 
15609	15610	1	  men   created equal         believe itmaybe   should stop saying    hube humphrey  bigotry
15624	15625	1	trump real estate buddy carl paladino wishes obama dead   mad cow disease      
15632	15633	1	trumps allies   unstoppable  obama  via  christmaseve
15634	15635	1	   guy look like   brother        wife found him wanother man having sex documented       tv
15641	15642	1	 allahsoil riyadh   renowned         deadliest traffic     world        
